row hash,your role recoded,orgtype: Charitable trust,orgtype: Incorporated society,orgtype: Voluntary organisation,orgtype: māori,orgtype: faith,orgtype: philanthropic,orgtype:other,paid staff,volunteers,income,service type,service type other,international?,region: All of Aotearoa New Zealand,region: All of North Island,region: All of South Island,region: Northland,region: Auckland,region: Waikato,region: Bay of Plenty,region: Gisborne,region: Hawke's Bay,region: Taranaki,region: Manawatu-Wanganui,region: Wellington,region: Tasman-Nelson-Marlborough,region: West Coast,region: Canterbury,region: Otago,region: Southland,ethnic: General (no ethnic-specific focus),ethnic: New Zealand European,ethnic: māori,ethnic: Samoan,ethnic: Cook Island Māori,ethnic: Tongan,ethnic: Niuean,ethnic: Chinese,ethnic: Indian,ethnic: MELA,ethnic: Other,revenue affect,lost revenue (est),Reduction Standardised,gained revenue (est),Increase standardised,service delivery affect,service delivery affect reasons,service delivery change,service delivery change description,funding reserve,challenges: Ensuring sufficient revenue to maintain viability,challenges: Being able to pay our staff,challenges: Changing our service provision to meet public health criteria,challenges: Meeting the needs of the people we support,challenges: Ensuring our staff and volunteers are well supported,challenges: Developing new service offerings,challenges: Loss of volunteers,challenges: Meeting the levels of work required,challenges: Other (please specify),opportunities: Increasing our volunteer base,opportunities: Improving our profile,opportunities: Greater appreciation for and recognition of our work,opportunities: New ways of connecting with funders and/or supporters,opportunities: Working closer with other organisations for a common good,opportunities: New ways of connecting with those using our services,opportunities: New service offerings,opportunities: Faster decision-making,opportunities: Longer contracts or funding agreements,opportunities: More flexibility in contracts or funding agreements,opportunities: Stronger sense of community or common values,opportunities: Increasing our funding,opportunities: Ability to move quickly,opportunities: Better business continuity planning,opportunities: Options around where and how we work,opportunities: Other (please specify),priorities and concerns,staff: Reduce staff numbers,staff: Reduce staff wages and salaries,staff: Reduce volunteer support,staff: Increase staff,staff: Increase volunteer support,staff: Not applicable,staff: Other (please specify),service delivery: Cut some services,service delivery: Seek new funding sources,service delivery: Deliver more remote online or phone services,service delivery: Develop new in-person service offerings,service delivery: Reduce service costs to users,service delivery: Increase service costs to users,service delivery: Change kaupapa,service delivery: Not applicable,service delivery: Other (please specify),support accessed: Government COVID-19 wage subsidy scheme,support accessed: Government COVID-19 small business cashflow loan scheme,support accessed: Other government funding responding to COVID-19,support accessed: New funding sources,support accessed: Voluntary support,support accessed: Donated goods and services,support accessed: Not applicable,support accessed: Other (please specify),other new ways,optimism,support needed: More volunteers,support needed: Advice on how you can operate within COVID-19 restrictions,support needed: HR support and advice,support needed: Digital technology,support needed: Legal obligations,support needed: Grant writing,support needed: Fundraising,support needed: Resources to manage volunteers,support needed: Governance,support needed: Leadership,support needed: Innovation and strategic advice,support needed: Marketing and communications,support needed: Other (please specify),sector changes: Collaboration between organisations,sector changes: Mergers of organisations,sector changes: Sector-wide leadership to provide voice and influence,sector changes: Strengthening financial and management knowledge/skills,sector changes: Strengthening governance knowledge/skills,sector changes: Access to information and data in one place,sector changes: Funding to cover salaries and operational costs,sector changes: Other (please specify),important learning,comments,share,"again: Yes, I am willing to be surveyed again","again: Yes, I am willing to be interviewed","again: Yes, I would like to see the survey results","again: No, I do not wish to be contacted"
015f1c129388ea0a7371fbec082439b2a378e6c9,Chair/President,1,1,1,0,0,0,,1-5 staff,11-20 volunteers,"Under $125,000",Family services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, no change in revenue",,,,,We have had to make moderate cuts to our services because of COVID-19,unable to physically deliver and reduced interest in online class delivery.,We have made major changes to how we deliver services because of COVID-19,Everything went online. Back to physical delivery now.,We have sufficient funds to maintain staff and activity for more than one year,0,0,0,1,1,0,0,0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,,5 Somewhat confident,More volunteers,,,,,,,Resources to manage volunteers,Governance,Leadership,,,,Collaboration between organisations,Mergers of organisations,,Strengthening financial and management knowledge and skills in the sector,,,Funding to cover salaries and operational costs,,,,Yes,"Yes, I am willing to be surveyed again",,,
01bbc04ee8e8b0b3b79833076a7414eeb4ac0314,Board member/trustee,1,0,0,0,0,0,,No paid staff,11-20 volunteers,"Under $125,000",Education and research,,We work only in Aotearoa New Zealand,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","$50,000 ","$50,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,Social distancing and servicing a vulnerable population.,We have made major changes to how we deliver services because of COVID-19,Fully online and remote services.,We have sufficient funds to maintain staff and activity for two to three months,0,0,1,1,1,1,1,0,,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,,Flexibility and responsiveness are keys to survival.,,,,,Increase volunteer support,,,,,Deliver more remote online or phone services,Develop new in-person service offerings,,,,,,,,,,Voluntary support,Donated goods and services,,,Smarter not harder.,6 Very confident,More volunteers,,,Digital technology,Legal obligations,,Fundraising,,,Leadership,,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,,,Smart organisations survive!,Relevance and good works pay off.,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
026e5766a9d14451851d4ae00bcdc622a573b747,Senior manager,1,1,1,0,0,0,,No paid staff,11-20 volunteers,"Under $125,000",Community and social services,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,I'm not sure,,,,,We have had to make moderate increases to our services because of COVID-19,our volunteers have had to work from home,We have made minor changes to how we deliver services because of COVID-19,our volunteers have had to work from home,We have sufficient funds to maintain staff and activity for six to 12 months,1,0,0,1,1,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,,,,,,,Increase volunteer support,,,,,,,,,,Not applicable,,,,,,Voluntary support,,Not applicable,,,1 Very pessimistic,More volunteers,,HR support and advice,,,,,Resources to manage volunteers,,Leadership,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,Mergers of organisations,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,,,Yes,"Yes, I am willing to be surveyed again",,,
02ce58354cf0d92521c3aea017f754dac933a8d1,Chief Executive or Executive Director,0,0,0,0,0,0,Research Company,1-5 staff,No volunteers,"$125,000 to under $2 million",Education and research,,We work both in and outside of Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)","$400,000 ","$400,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,,We have made major changes to how we deliver services because of COVID-19,Zoom rather than face to face,We have sufficient funds to maintain staff and activity for two to three months,1,0,0,0,0,0,0,0,,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,,Revenue,,,,,,,Freeze hiring,,Seek new funding sources,,,,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,,4 Slightly confident,,,,,,Grant writing,,,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,,,Importance of networks,,Yes,"Yes, I am willing to be surveyed again",,,
02e40104fb48ab167b27c537757649297dddf7d4,Senior manager,1,0,0,0,0,0,,21-50 staff,6-10 volunteers,"$125,000 to under $2 million",Disability services,,We work only in Aotearoa New Zealand,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, no change in revenue",,,,,We have had to make moderate increases to our services because of COVID-19,Emergency relief and support is not a part of our day to day work COVID Shutdown levels has meant we have had to reorganise the way in which we support people with a disability . COVID 19 has meant we have supported community not just people with a disability,We have made major changes to how we deliver services because of COVID-19,"Technology has been the main change to how we deliver services for both the people we support and also for our workforce - Connectivity set up , quality of product for both has seen a major change in delivery",We have sufficient funds to maintain staff and activity for more than one year,1,0,0,1,1,0,1,1,,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,,"Key Priorities at this time are around continuing to support People we support with Pre COVID - post COVID emergency support ie financial, drought, heating , warmth , food banks , transport issues",,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,,,Other government funding responding to COVID-19,New funding sources,,,,,"By looking at quality of our technology for front line support team we have seen better video conferencing , tracing tracking apps and apps right the way through with people we support also",6 Very confident,,,,Digital technology,,Grant writing,Fundraising,Resources to manage volunteers,,,,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,Access to information and data in one place,Funding to cover salaries and operational costs,,The speed of response at a local community level was galvanised faster than Government action,Love the Community touch base for our region,Yes,,,,
030e36aeefe9cd0189be84ae5eab01e2dc27a76e,Senior manager,1,0,0,0,0,0,,1-5 staff,1-5 volunteers,"$125,000 to under $2 million",Disability services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",30000,"$30,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for six to 12 months,1,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,,,,,,,,Not applicable,,Cut some services,,Deliver more remote online or phone services,Develop new in-person service offerings,,,,,,,,,,,,Not applicable,,,4 Slightly confident,,,,Digital technology,,,Fundraising,,,,,Marketing and communications,,Collaboration between organisations,,,,,,,,,,Yes,"Yes, I am willing to be surveyed again",,,
036bd3cc00ac38fc2502775ef8b110caea07e137,Board member/trustee,0,1,0,0,0,0,,No paid staff,6-10 volunteers,"Under $125,000",Environment,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)",5000,"$5,000.00 ",,,We have maintained services at the same level,mostly online services,We have not made any changes to how we deliver services,,We have sufficient funds to maintain staff and activity for more than one year,0,0,0,1,1,1,0,0,planning future conferences,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,would normally already have an international conference in advanced planning stage for November,,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,ms teams meetings for committee because cant use work phone teleconference if people are at home,6 Very confident,,Advice on how you can operate within COVID-19 restrictions,,Digital technology,,,,,,,Innovation and strategic advice,,,Collaboration between organisations,,,,,Access to information and data in one place,,,little impact day to day but future planning is hard. we come together for our conference once a year only anyway,,Yes,,,"Yes, I would like to see the survey results",
036e937b52f6c94d56f46937adfa21e556699f3f,Board member/trustee,0,1,0,0,0,0,,1-5 staff,6-10 volunteers,"$125,000 to under $2 million",Sport and recreation,,We work only in Aotearoa New Zealand,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","$150,000 ","$150,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,Sponsorship cancellation and gaming grants non existing,We have made some changes to how we deliver services because of COVID-19,We have had to defer our major event for 12 months.,We have sufficient funds to maintain staff and activity for six to 12 months,1,1,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,,Getting the funds needed,,Reduce staff wages and salaries,,,Increase volunteer support,,,,,Deliver more remote online or phone services,,,,,,Defer for 12 months.,,,,,,,Not applicable,,Re do contracts for staff to stretch out payments.,3 Slightly pessimistic,,,,Digital technology,,Grant writing,Fundraising,,,,Innovation and strategic advice,Marketing and communications,,,,Sector-wide leadership to provide voice and influence,,,,Funding to cover salaries and operational costs,,Who could have planed for this. The need to have some reserves,No,Yes,"Yes, I am willing to be surveyed again",,,
039d987b36042e9e11004c225acad8ce15dee3dc,Community worker or service provider,1,0,0,0,0,0,,More than 50 staff,More than 50 volunteers,$30 million or more,Community and social services,,We work both in and outside of Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,I'm not sure,,,,,We have maintained services at the same level,"Apart from during lockdown period, where some services were temporarily suspended.",We have made some changes to how we deliver services because of COVID-19,Changes around how we are interacting with clients. Changes in how some services are delivered.,I'm not sure,1,0,0,1,1,1,0,0,,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,Increase volunteer support,,,,,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,,,,Donated goods and services,,,,6 Very confident,,,,Digital technology,,,,Resources to manage volunteers,,,Innovation and strategic advice,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,Access to information and data in one place,,,"Sharing knowledge and resources with other volunteer organisations, particularly during level 3 and 4. We had invaluable local online meetings during lockdown that occurred organically (not through formal organisation) that had key stakeholders and volunteer managers present. This was excellent for sharing resources and knowledge quickly and efficiently, as well as providing a space for managers to talk that I believe improved well-being for all of us during lockdown.",,Yes,"Yes, I am willing to be surveyed again",,,
03aa1827941d0c675b28794faad294b3da9e0cc7,Chief Executive or Executive Director,1,0,0,0,0,0,,No paid staff,1-5 volunteers,"Under $125,000","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)",unsure,,,,We have had to substantially cut back on our services because of COVID-19,The restrictions were to severe to allow us to carry on,We have made major changes to how we deliver services because of COVID-19,"As a museum that is open to all to learn about our subject and provide safe social interaction for all we have not been able to do this, instead we have been making up specialist care packs",,1,0,1,1,0,1,0,0,emotionally supporting those who usually depend on our services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I had a chance to rest and reboot during level 4. Other than that there were no benefits other than a small Government grant for which we were extremely grateful so that we could supply sewing supplies to people in our region and that the Council wavered our rent for a year,"Making preparations for opening up again at level one ( hopefully ), to the public and finding funding for running costs",,,,,,,We lost one trustee member to illness who we were able to replace. We have no waged staff and no regular volunteers to lose or replace,,Seek new funding sources,,,,,,,Before the lockdown sewing machines were given to some regulars and sewing supplies given to all who were present on the last day then from the beginning of level 3 I have been making up and delivering sewing care parcels to those in our region who have requested them,,,Other government funding responding to COVID-19,,,,,Rent freeze by the council for a year,as above,6 Very confident,,Advice on how you can operate within COVID-19 restrictions,HR support and advice,,,Grant writing,Fundraising,,,,,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,Funding to cover salaries and operational costs,Having someone that is accessible and can give plain answers to plain questions,If i can get through the day that I am in then that's all that I need to be able to do - until tomorrow,I truly hope that this is not a thing that will come about again,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
03d9dca759ac0ae6e2bd2bd8b62fca8c3d333ee8,Chief Executive or Executive Director,1,0,0,0,0,0,,11-20 staff,1-5 volunteers,"$125,000 to under $2 million",Education and research,,We work only in Aotearoa New Zealand,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Asia,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","36,666","$36,666.00 ",,,We have had to make small cuts to our services because of COVID-19,Less clients,We have made some changes to how we deliver services because of COVID-19,More on line than in the past.,We have sufficient funds to maintain staff and activity for up to one month,1,1,0,1,1,1,0,0,,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,,Sustainable funding,,,,,Increase volunteer support,,,,Seek new funding sources,Deliver more remote online or phone services,,,Increase service costs to users,,,,Government COVID-19 wage subsidy scheme,,Other government funding responding to COVID-19,,,,,,Working from home more - less interruptions - higher out put of work generated.,5 Somewhat confident,More volunteers,,,Digital technology,,,Fundraising,Resources to manage volunteers,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,Funding to cover salaries and operational costs,,How we can adapt to change,No,Yes,"Yes, I am willing to be surveyed again",,,
05295f70ee3678c351e6e1bfb29c133b3ec74d20,Chief Executive or Executive Director,1,1,1,0,0,0,,1-5 staff,More than 50 volunteers,"$125,000 to under $2 million",Environment,,We work only in Aotearoa New Zealand,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,"We have had, or expect to have, a small reduction in revenue (0-9% decline)",,,,,We have had to make small cuts to our services because of COVID-19,,We have made some changes to how we deliver services because of COVID-19,Applying remote education learning( on line environmental programs),We have sufficient funds to maintain staff and activity for six to 12 months,0,0,0,0,1,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,,Resuming field activities with children,,,,,,,We did a quick environmental risk assessment and put safe operating plans in place without delay - keeping volunteers and funders well informed,,,Deliver more remote online or phone services,,,,,,Refer 19 above,,,,,,,Not applicable,,Significant use of Zoom for staff and Executive meetings and Leadership activities,6 Very confident,,,,,,,,,,,,Marketing and communications,,,Mergers of organisations,,,,,Funding to cover salaries and operational costs,,"Benefit of being confident , positive ,adaptive and agile",No,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
054d10c218ad4a759b42f49d8fb05239e912bcc0,Board member/trustee,1,0,0,0,0,0,Pasifika,11-20 staff,No volunteers,"$125,000 to under $2 million",Community and social services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,,"We have had, or expect to have, a small reduction in revenue (0-9% decline)",Unsure,,,,We have had to substantially cut back on our services because of COVID-19,Lockdown rules,We have made major changes to how we deliver services because of COVID-19,Utilising virtual non physical contact and work from home services,We have sufficient funds to maintain staff and activity for six to 12 months,0,0,1,1,0,1,0,1,,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,Increase volunteer support,,Hands on support by Board members to assist staff deliver emergency support for our members,,Seek new funding sources,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,Other government funding responding to COVID-19,New funding sources,Voluntary support,,,,Engaging with community leaders to share the the response to the increased needs of our community,6 Very confident,,,HR support and advice,Digital technology,,Grant writing,,,,Leadership,Innovation and strategic advice,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,Funding to cover salaries and operational costs,,Effective communication and engagement with our community,"Flexible and long-term funding that have significant ""fat"" to fund operational/administrative costs.",Yes,"Yes, I am willing to be surveyed again",,,
05a485364ab2f5abeac67a426685adad0de72e2e,Chief Executive or Executive Director,1,0,0,0,0,0,,21-50 staff,1-5 volunteers,"$125,000 to under $2 million",Disability services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, no change in revenue",,,,,We have had to substantially cut back on our services because of COVID-19,,We have made major changes to how we deliver services because of COVID-19,No face to face support. Providing support via phone. Creation of online content. Delivery of resource/activity packs,We have sufficient funds to maintain staff and activity for two to three months,0,0,1,1,1,1,0,1,,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,,,,,,Increase staff,,,,Cut some services,Seek new funding sources,Deliver more remote online or phone services,,,,,,,,,Other government funding responding to COVID-19,New funding sources,,,,,Online content via Facebook and YouTube,6 Very confident,,,HR support and advice,Digital technology,,,Fundraising,,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,,,,Access to information and data in one place,Funding to cover salaries and operational costs,,,,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
05fa81b1334edd78aa89e382d21f1f6d1cba5a50,Community worker or service provider,1,0,1,0,0,0,,1-5 staff,11-20 volunteers,"Under $125,000",Services for older people,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",5000,"$5,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,"We provide a day activity centre fore frail elderly people. We have have to close since the beginning of level 4 and are still closed. About half our income comes from Client fees, since we have been closed we have had no income. We may not be able to open again until level one due to the vulnerability of our client group and also most of our volunteers are over 70.",We have made major changes to how we deliver services because of COVID-19,Our centre is closed we have kept in contact with them by regular phone calls.,We have sufficient funds to maintain staff and activity for up to one month,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Wage subsidy from MSD,Getting our service started again when it is safe to do so.Having enough funding to continue our service. Meeting health and safety requirements which is especially difficult in the shared space we rent.,,,,,,,We have been able to get the MSD wage subsidy so our two part time staff have been able to be continued to be paid. We kept in regular phone contact with our volunteers and still feels like we are a united group They remain interested and concerned about our clients.,Cut some services,Seek new funding sources,Deliver more remote online or phone services,Develop new in-person service offerings,Reduce service costs to users,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,This week we have started having coffee group meetings at a cafe with small groups of clients and volunteers. This is nothing like our usual service but this has given our clients an opportunity to choose to come out and meet for a cuppa and a chat. They provide their own transport via free taxi and we are not responsible for preparing food or organising the venue.,3 Slightly pessimistic,More volunteers,Advice on how you can operate within COVID-19 restrictions,,,,,Fundraising,,,,,Marketing and communications,,,,Sector-wide leadership to provide voice and influence,,,,Funding to cover salaries and operational costs,Government acknowledgement of the importance of the work we do.,"What fantastic volunteers and staff we have, I knew this but this has added to our awareness of what a great team we have, generous, caring and kind. The support and commitment of staff will get us through we hope.",We have not had a lot of information specifically for our organisation or our sector. It is a bit more tricky as we look towards opening again.,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
0619326ac03c085b550739b81ce34b6c89861450,Chief Executive or Executive Director,1,0,0,0,0,0,,11-20 staff,6-10 volunteers,"$125,000 to under $2 million",Mental health,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, no change in revenue",,,,,We have had to make small cuts to our services because of COVID-19,Reducing face-to-face contact to minimise bubbles for service users and staff.,We have made some changes to how we deliver services because of COVID-19,Reducing face-to-face contact to minimise bubbles for service users and staff.,We have sufficient funds to maintain staff and activity for four to five months,0,0,1,1,1,1,0,1,,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,,Uncertainty around Budget implications for health and disability sector funding increases. Lots of focus on additional money but no specifics yet.,,,,,,Not applicable,,,,Deliver more remote online or phone services,Develop new in-person service offerings,,,,,,,,,,,,Not applicable,,Closer direct contact and liaison with primary and secondary clinicians (by phone) has been useful.,6 Very confident,,Advice on how you can operate within COVID-19 restrictions,HR support and advice,Digital technology,Legal obligations,,,,,,,Marketing and communications,,,,,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,,,"Our daily communication with service users, staff and governance has been key.","Reliance on social media often not helpful due to wildly conflicting and unhelpful ""advice"" - e.g. use of masks.",Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
06f92af3b1cfc701db37e155a22a73f52a63d711,Chair/President,0,1,0,0,0,0,,No paid staff,6-10 volunteers,"Under $125,000",Other (please specify),Women’s group,We work both in and outside of Aotearoa New Zealand,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,I'm not sure,,,,,I'm not sure,,We have made minor changes to how we deliver services because of COVID-19,I personally have tried to support members in my community through regular communication via phone and email. Otherwise no engagement or meetings could be held.,I'm not sure,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Mental well-being of members. All outside my initial bubble and lack of response to my offer of support during lockdown. Minor in the scheme of things but cost of landline to mobile phone number is expensive and to be avoided by some of my elderly members.,,,,,,Not applicable,,,,,Develop new in-person service offerings,,,,,,,,,,,,Not applicable,,,5 Somewhat confident,,Advice on how you can operate within COVID-19 restrictions,,Digital technology,,,Fundraising,,,,,Marketing and communications,,Collaboration between organisations,Mergers of organisations,,,,,,,That my members are quite independent,This survey is not really appropriate for the small organisation over which I preside as a parr of a nationwide group and my responses are given as best I can to the questions. I am a little fish in a big pond and if members don’t respond to me on an individual basis due to physical restrictions and lack / high cost of technology/knowledge then I cannot support them as I would wish and the original ethos of the organisation,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
07103485d6a407beacdc1dbeac7e0505d7252dcd,Senior manager,1,1,0,0,0,0,,1-5 staff,11-20 volunteers,"$125,000 to under $2 million",Community and social services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)",70000,"$70,000.00 ",,,We have had to make small cuts to our services because of COVID-19,"We can't do face to face support as 'not essential service', as our clients are vulnerable (chronically ill) they haven't all left lockdown. Higher need with anxiety. Financially no wage income as came from gambling and philanthropic trusts, all gone into hiatus, so having to restructure. Services gone online overnight, at an extra cost.",We have made major changes to how we deliver services because of COVID-19,"Everything has gone online instead of educational group meetings, face to face support. Mainly by phone and zoom.",We have sufficient funds to maintain staff and activity for four to five months,1,1,0,1,1,1,0,0,,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,,"Concern: we are funded with multi year contracts for operational costs, but not wages. All wage grants have stopped and its very concerning. We've had to let 1 staff member go. Priority:our clients have higher anxiety, needing higher support and we were already underfunded in this area. Our priority is finding other ways to be funded. It takes hours each week to find money to continue our services. Taking our services online (finding resources), but maintaining face to face support.",Reduce staff numbers,,,,Increase volunteer support,,,Cut some services,Seek new funding sources,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,,,Voluntary support,,,,We have our support groups online via zoom. We had to buy mobile phones so staff could work from home. We are looking into having online services via website,6 Very confident,,,,Digital technology,,Grant writing,Fundraising,,,,Innovation and strategic advice,Marketing and communications,,,Mergers of organisations,,,,,Funding to cover salaries and operational costs,,We are adaptable. We are too reliant on outside funding.,"We are looking at taking over other like agencies as they will not survive this storm otherwise. But this requires time. Without charities providing care and support, the health system would be in chaos. During stress we need to provide more services, but gambling funding has gone into hiatus. We spend hours each week begging for funding, just to support the vulnerable. Due to one classification our clients conditions aren't recognised as a disability, but they have a disability. But not sure how to have that status.",Yes,"Yes, I am willing to be surveyed again",,,
